dq_check,failed_records,total_records,failure_rate_pct,pipeline_run_datetime
duplicate_ad_archive_id,0,697,0.0,2026-06-29 16:41:55.453491
missing_page_name,0,697,0.0,2026-06-29 16:41:55.453491
invalid_start_date,0,697,0.0,2026-06-29 16:41:55.453491
future_start_date,0,697,0.0,2026-06-29 16:41:55.453491
blank_creative_text,0,697,0.0,2026-06-29 16:41:55.453491
